Id,CityName,StateName
2061,Downey,California
2062,Duarte,California
2063,Dublin,California
2064,East Rancho Dominguez,California
2065,East Hemet,California
2066,East Los Angeles,California
2067,East Palo Alto,California
2068,El Cajon,California
2069,El Centro,California
2070,El Cerrito,California
2071,El Dorado Hills,California
2072,El Monte,California
2073,El Segundo,California
2074,Elk Grove,California
2075,Encinitas,California
2076,Escondido,California
2077,Fair Oaks,California
2078,Fairfield,California
2079,Fallbrook,California
2080,Florin,California
2081,Folsom,California
2082,Fontana,California
2083,Foothill Farms,California
2084,Foster City,California
2085,Fountain Valley,California
2086,Fremont,California
2087,Fresno,California
2088,Fullerton,California
2089,Galt,California
2090,Garden Grove,California
2091,Gardena,California
2092,Gilroy,California
2093,Glen Avon,California
2094,Glendale,California
2095,Glendora,California
2096,Goleta,California
2097,Granite Bay,California
2098,Greenfield,California
2099,Hacienda Heights,California
2100,Hanford,California
2101,Hawthorne,California
2102,Hayward,California
2103,Hemet,California
2104,Hercules,California
2105,Hermosa Beach,California
2106,Hesperia,California
2107,Highland,California
2108,Hollister,California
2109,Hollywood,California
2110,Huntington Beach,California
2111,Huntington Park,California
2112,Imperial Beach,California
2113,Indio,California
2114,Inglewood,California
2115,Irvine,California
2116,Lodi,California
2117,Loma Linda,California
2118,Lomita,California
2119,Lompoc,California
2120,Long Beach,California
2121,Los Altos,California
2122,Los Angeles,California
2123,Los Banos,California
2124,Los Gatos,California
2125,Lynwood,California
2126,Madera,California
2127,Manhattan Beach,California
2128,Manteca,California
2129,Marina,California
2130,Martinez,California
2131,Maywood,California
2132,Mead Valley,California
2133,Menifee,California
2134,Menlo Park,California
2135,Merced,California
2136,Millbrae,California
2137,Milpitas,California
2138,Mira Loma,California
2139,Mission Viejo,California
2140,Modesto,California
2141,Monrovia,California
2142,Montclair,California
2143,Montebello,California
2144,Monterey,California
2145,Monterey Park,California
2146,Moorpark,California
2147,Moraga,California
2148,Moreno Valley,California
2149,Morgan Hill,California
2150,Mountain View,California
2151,Murrieta,California
2152,Napa,California
2153,National City,California
2154,Newark,California
2155,Newport Beach,California
2156,Nipomo,California
2157,Norco,California
2158,North Glendale,California
2159,North Highlands,California
2160,North Hollywood,California
2161,Northridge,California
2162,Norwalk,California
2163,Novato,California
2164,Oakdale,California
2165,Oakland,California
2166,Oakley,California
2167,Oceanside,California
2168,Oildale,California
2169,Ontario,California
2170,Orange,California
2171,Orangevale,California
2172,Orcutt,California
2173,Orinda,California
2174,Oroville,California
2175,Oxnard,California
2176,Oxnard Shores,California
2177,Pacifica,California
2178,Pacific Grove,California
2179,Palm Desert,California
2180,Palm Springs,California
2181,Palmdale,California
2182,Palo Alto,California
2183,Paradise,California
2184,Paramount,California
2185,Pasadena,California
2186,Paso Robles,California
2187,Patterson,California
2188,Perris,California
2189,Petaluma,California
2190,Pico Rivera,California
2191,Pinole,California
2192,Pittsburg,California
2193,Placentia,California
2194,Pleasant Hill,California
2195,Pleasanton,California
2196,Pomona,California
2197,Port Hueneme,California
2198,Porterville,California
2199,Poway,California
2200,Prunedale,California
2201,Ramona,California
2202,Rancho Cordova,California
2203,Rancho Cucamonga,California
2204,Rancho Mirage,California
2205,Rancho Palos Verdes,California
2206,Rancho San Diego,California
2207,Rancho Santa Margarita,California
2208,Redlands,California
2209,Redondo Beach,California
2210,Redwood City,California
2211,Reedley,California
2212,Rialto,California
2213,Richmond,California
2214,Ridgecrest,California
2215,Rio Linda,California
2216,Riverbank,California
2217,Riverside,California
2218,Rocklin,California
2219,Rohnert Park,California
2220,Rosamond,California
2221,Rosemead,California
2222,Rosemont,California
2223,Roseville,California
2224,Rowland Heights,California
2225,Rubidoux,California
2226,Sacramento,California
2227,Salinas,California
2228,San Bernardino,California
2229,San Bruno,California
2230,San Carlos,California
2231,San Clemente,California
2232,San Diego,California
2233,San Dimas,California
2234,San Fernando,California
2235,San Francisco,California
2236,San Gabriel,California
2237,San Jacinto,California
2238,San Jose,California
2239,San Juan Capistrano,California
2240,San Leandro,California
2241,San Lorenzo,California
2242,San Luis Obispo,California
2243,San Marcos,California
2244,San Mateo,California
2245,San Pablo,California
2246,San Pedro,California
2247,San Rafael,California
2248,San Ramon,California
2249,Sanger,California
2250,Santa Ana,California
2251,Santa Barbara,California
2252,Santa Clara,California
2253,Santa Clarita,California
2254,Santa Cruz,California
2255,Santa Fe Springs,California
2256,Santa Maria,California
2257,Santa Monica,California
2258,Santa Paula,California
2259,Santa Rosa,California
2260,Santee,California
2261,Saratoga,California
2262,Seal Beach,California
2263,Seaside,California
2264,Selma,California
2265,Shafter,California
2266,Sherman Oaks,California
2267,Simi Valley,California
2268,Soledad,California
2269,South El Monte,California
2270,South Gate,California
2271,South Lake Tahoe,California
2272,South Pasadena,California
2273,South San Francisco,California
2274,South San Jose Hills,California
2275,South Whittier,California
2276,South Yuba City,California
2277,Spring Valley,California
2278,Stanton,California
2279,Stockton,California
2280,Suisun,California
2281,Sun City,California
2282,Sunnyvale,California
2283,Temecula,California
2284,Temple City,California
2285,Thousand Oaks,California
2286,Torrance,California
2287,Tracy,California
2288,Truckee,California
2289,Tulare,California
2290,Turlock,California
2291,Tustin,California
2292,North Tustin,California
2293,Twentynine Palms,California
2294,Ukiah,California
2295,Union City,California
2296,Universal City,California
2297,Upland,California
2298,Walnut Park,California
2299,Watsonville,California
2300,West Carson,California
2301,West Covina,California
2302,West Hollywood,California
2303,West Puente Valley,California
2304,West Sacramento,California
2305,Westminster,California
2306,Westmont,California
2307,Whittier,California
2308,Wildomar,California
2309,Willowbrook,California
2310,Windsor,California
2311,Winter Gardens,California
2312,Woodland,California
2313,Woodland Hills,California
2314,Yorba Linda,California
2315,Yuba City,California
2316,Yucaipa,California
2317,Yucca Valley,California
2318,Arvada,Colorado
2319,Aurora,Colorado
2320,Brighton,Colorado
2321,Broomfield,Colorado
2322,CaÃ±on City,Colorado
2323,Castle Rock,Colorado
2324,Castlewood,Colorado
2325,Centennial,Colorado
2326,Cimarron Hills,Colorado
2327,Clifton,Colorado
2328,Colorado Springs,Colorado
2329,Columbine,Colorado
2330,Commerce City,Colorado
2331,Denver,Colorado
2332,Durango,Colorado
2333,Englewood,Colorado
2334,Fountain,Colorado
2335,Golden,Colorado
2336,Grand Junction,Colorado
2337,Highlands Ranch,Colorado
2338,Ken Caryl,Colorado
2339,Lafayette,Colorado
2340,Lakewood,Colorado
2341,Littleton,Colorado
2342,Louisville,Colorado
2343,Montrose,Colorado
2344,Northglenn,Colorado
2345,Parker,Colorado
2346,Pueblo,Colorado
2347,Pueblo West,Colorado
2348,Sherrelwood,Colorado
2349,Southglenn,Colorado
2350,Thornton,Colorado
2351,Westminster,Colorado
2352,Wheat Ridge,Colorado
2353,Dodge City,Kansas
2354,Garden City,Kansas
2355,Liberal,Kansas
2356,Alamogordo, New Mexico
2357,Albuquerque, New Mexico
2358,Carlsbad, New Mexico
2359,Clovis, New Mexico
2360,Farmington, New Mexico
2361,Gallup, New Mexico
2362,Hobbs, New Mexico
2363,Las Cruces, New Mexico
2364,Rio Rancho, New Mexico
2365,Roswell, New Mexico
2366,Santa Fe, New Mexico
2367,South Valley, New Mexico
2368,Boulder City,Nevada
2369,Carson City,Nevada
2370,Enterprise,Nevada
2371,Fernley,Nevada
2372,Henderson,Nevada
2373,Las Vegas,Nevada
2374,Mesquite,Nevada
2375,North Las Vegas,Nevada
2376,Pahrump,Nevada
2377,Paradise,Nevada
2378,Reno,Nevada
2379,Spanish Springs,Nevada
2380,Sparks,Nevada
2381,Spring Valley,Nevada
2382,Sun Valley,Nevada
2383,Sunrise Manor,Nevada
2384,Whitney,Nevada
2385,Winchester,Nevada
2386,Amarillo,Texas
2387,Big Spring,Texas
2388,Del Rio,Texas
2389,Eagle Pass,Texas
2390,El Paso,Texas
2391,Hereford,Texas
2392,Horizon City,Texas
2393,Lubbock,Texas
2394,Midland,Texas
2395,Odessa,Texas
2396,Pampa,Texas
2397,Plainview,Texas
2398,San Angelo,Texas
2399,Socorro,Texas
2400,Socorro Mission Number 1 Colonia,Texas
2401,West Odessa,Texas
2402,Cedar City,Utah
2403,Saint George,Utah
2404,Washington,Utah
2405,Wasco,California
2406,Anthem,Arizona
2407,Apache Junction,Arizona
2408,Avondale,Arizona
2409,Juneau,Alaska
2410,Arcata,California
2411,Bayside,California
2412,Eureka,California
2413,McKinleyville,California
2414,Redding,California
2415,Susanville,California
2416,Boulder,Colorado
2417,Erie,Colorado
2418,Evans,Colorado
2419,Fort Collins,Colorado
2420,Greeley,Colorado
2421,Longmont,Colorado
2422,Loveland,Colorado
2423,Windsor,Colorado
2424,Boise,Idaho
2425,Caldwell,Idaho
2426,Coeur d'Alene,Idaho
2427,Eagle,Idaho
2428,Idaho Falls,Idaho
2429,Kuna,Idaho
2430,Lewiston,Idaho
2431,Lewiston Orchards,Idaho
2432,Meridian,Idaho
2433,Moscow,Idaho
2434,Nampa,Idaho
2435,Pocatello,Idaho
2436,Post Falls,Idaho
2437,Rexburg,Idaho
2438,Twin Falls,Idaho
2439,Billings,Montana
2440,Bozeman,Montana
2441,Butte,Montana
2442,Great Falls,Montana
2443,Helena,Montana
2444,Kalispell,Montana
2445,Missoula,Montana
2446,Bismarck, North Dakota
2447,Dickinson, North Dakota
2448,Mandan, North Dakota
2449,Minot, North Dakota
2450,North Platte, Nebraska
2451,Scottsbluff, Nebraska
2452,Elko, Nevada
2453,Albany, Oregon
2454,Aloha, Oregon
2455,Altamont, Oregon
2456,Ashland, Oregon
2457,Beaverton, Oregon
2458,Bend, Oregon
2459,Bethany, Oregon
2460,Canby, Oregon
2461,Central Point, Oregon
2462,Coos Bay, Oregon
2463,Corvallis, Oregon
2464,Eugene, Oregon
2465,Forest Grove, Oregon
2466,Four Corners, Oregon
2467,Grants Pass, Oregon
2468,Gresham, Oregon
2469,Hayesville, Oregon
2470,Hermiston, Oregon
2471,Hillsboro, Oregon
2472,Keizer, Oregon
2473,Klamath Falls, Oregon
2474,Lake Oswego, Oregon
2475,Lebanon, Oregon
2476,Lents, Oregon
2477,McMinnville, Oregon
2478,Medford, Oregon
2479,Milwaukie, Oregon
2480,Newberg, Oregon
2481,Oak Grove, Oregon
2482,Oregon City, Oregon
2483,Pendleton, Oregon
2484,Portland, Oregon
2485,Redmond, Oregon
2486,Roseburg, Oregon
2487,Salem, Oregon
2488,Sherwood, Oregon
2489,Springfield, Oregon
2490,Tigard, Oregon
2491,Troutdale, Oregon
2492,Tualatin, Oregon
2493,West Linn, Oregon
2494,Wilsonville, Oregon
2495,Woodburn, Oregon
2496,Rapid City,South Dakota
2497,Bountiful, Utah
2498,Brigham City, Utah
2499,Centerville, Utah
2500,Clearfield, Utah
2501,Clinton, Utah
2502,Cottonwood Heights,Utah
2503,Draper,Utah
2504,Eagle Mountain,Utah
2505,East Millcreek,Utah
2506,Farmington,Utah
2507,Herriman,Utah
2508,Highland,Utah
2509,Holladay,Utah
2510,Kaysville,Utah
2511,Kearns,Utah
2512,Layton,Utah
2513,Lehi,Utah
2514,Logan,Utah
2515,Magna,Utah
2516,Midvale,Utah
2517,Millcreek,Utah
2518,Murray,Utah
2519,North Ogden,Utah
2520,North Salt Lake,Utah
2521,Ogden,Utah
2522,Orem,Utah
2523,Payson,Utah
2524,Pleasant Grove,Utah
2525,Provo,Utah
2526,Riverton,Utah
2527,Roy,Utah
2528,Salt Lake City,Utah
2529,Sandy City,Utah
2530,Sandy Hills,Utah
2531,Saratoga Springs,Utah
2532,South Jordan Heights,Utah
2533,South Jordan,Utah
2534,South Ogden,Utah
2535,South Salt Lake,Utah
2536,Spanish Fork,Utah
2537,Springville,Utah
2538,Syracuse,Utah
2539,Taylorsville,Utah
2540,Tooele,Utah
2541,West Jordan,Utah
2542,West Valley City,Utah
2543,Aberdeen,Washington
2544,Anacortes,Washington
2545,Arlington,Washington
2546,Auburn,Washington
2547,Battle Ground,Washington
2548,Bellevue,Washington
2549,Bellingham,Washington
2550,Bonney Lake,Washington
2551,Bothell,Washington
2552,Bremerton,Washington
2553,Burien,Washington
2554,Camas,Washington
2555,Centralia,Washington
2556,Cottage Lake,Washington
2557,Covington,Washington
2558,Des Moines,Washington
2559,Edmonds,Washington
2560,Ellensburg,Washington
2561,Everett,Washington
2562,Fairwood,Washington
2563,Federal Way,Washington
2564,Five Corners,Washington
2565,Frederickson,Washington
2566,Graham,Washington
2567,Hazel Dell,Washington
2568,Issaquah,Washington
2569,Kenmore,Washington
2570,Kennewick,Washington
2571,Kent,Washington
2572,Kirkland,Washington
2573,Lacey,Washington
2574,Lake Stevens,Washington
2575,Lakewood,Washington
2576,Longview,Washington
2577,Lynnwood,Washington
2578,Maple Valley,Washington
2579,Martha Lake,Washington
2580,Marysville,Washington
2581,Mercer Island,Washington
2582,Mill Creek,Washington
2583,Monroe,Washington
2584,Moses Lake,Washington
2585,Mount Vernon,Washington
2586,Mountlake Terrace,Washington
2587,Mukilteo,Washington
2588,North Creek,Washington
2589,Oak Harbor,Washington
2590,Olympia,Washington
2591,Opportunity,Washington
2592,Orchards,Washington
2593,Parkland,Washington
2594,Pasco,Washington
2595,Port Angeles,Washington
2596,Pullman,Washington
2597,Puyallup,Washington
2598,Redmond,Washington
2599,Renton,Washington
2600,Richland,Washington
2601,Salmon Creek,Washington
2602,Sammamish,Washington
2603,SeaTac,Washington
2604,Seattle,Washington
2605,Shoreline,Washington
2606,Silverdale,Washington
2607,South Hill,Washington
2608,Spanaway,Washington
2609,Spokane,Washington
2610,Spokane Valley,Washington
2611,Sunnyside,Washington
2612,Tacoma,Washington
2613,Tukwila,Washington
2614,Tumwater,Washington
2615,University Place,Washington
2616,Vancouver,Washington
2617,Walla Walla,Washington
2618,Wenatchee,Washington
2619,West Lake Sammamish,Washington
2620,West Lake Stevens,Washington
2621,Bainbridge Island,Washington
2622,Yakima,Washington
2623,Casper,Wyoming
2624,Cheyenne,Wyoming
2625,Gillette,Wyoming
2626,Laramie,Wyoming
2627,Rock Springs,Wyoming
2628,Sheridan,Wyoming
2629,American Fork,Utah
2630,Kahului,Hawaii
2631,Kailua,Hawaii
2632,KÄneâ€˜ohe,Hawaii
2633,KÄ«hei,Hawaii
2634,Makakilo City,Hawaii
2635,Mililani Town,Hawaii
2636,Pearl City,Hawaii
2637,WahiawÄ,Hawaii
2638,Wailuku,Hawaii
2639,Waipahu,Hawaii
2640,â€˜Ewa Gentry,Hawaii
2641,Hilo,Hawaii
2642,Honolulu,Hawaii
2643,Eagle River,Alaska
2644,Fairbanks,Alaska
2645,Anchorage,Alaska
2646,Badger,Alaska
2647,Milton,Georgia
2648,Johns Creek,Georgia
2649,Cutler Bay,Florida
2650,Alafaya,Florida
2651,Fort Bragg, North Carolina
2652,City of Milford (balance),Connecticut
2653,Butte-Silver Bow (Balance),Montana
2654,City of Sammamish,Washington
2655,Silver Firs,Washington
2656,Vineyard,California
2657,Wallingford Center,Connecticut
2658,Bel Air North,Maryland
2659,Bel Air South,Maryland
2660,Setauket-East Setauket, New York
2661,Tonawanda,New York
2662,Fort Leonard Wood,Missouri
2663,West Bloomfield Township,Michigan
2664,East Lake-Orient Park,Florida
2665,Four Corners,Florida
2666,Greater Northdale,Florida
2667,Candler-McAfee,Georgia
2668,University,Florida
2669,Vero Beach South,Florida
2670,Kendall West,Florida
2671,Palm River-Clair Mel,Florida
2672,Arden-Arcade,California
2673,Bryn Mawr-Skyway,Washington
2674,Casa de Oro-Mount Helix,California
2675,Florence-Graham,California
2676,Fort Hood,Texas
2677,Inglewood-Finn Hill,Washington
2678,La Crescenta-Montrose,California
2679,East Hill-Meridian,Washington
2680,Security-Widefield,Colorado
2681,Union Hill-Novelty Hill,Washington
2682,West Whittier-Los Nietos,California
2683,Summerlin South,Nevada
2684,Makakilo,Hawaii
2685,Schofield Barracks,Hawaii
2686,San Tan Valley,Arizona
2687,Enchanted Hills, New Mexico
2688,West Hills, California
2689,Oak Hill, Virginia
2690,Bridgewater, New Jersey
2691,Warren Township, New Jersey
2692,Fairfield Heights, Indiana
2693,Randolph, New Jersey
2694,Hot Springs National Park, Arkansas
2695,Dixiana, Alabama
2696,Cranberry Township, Pennsylvania
2697,Silver Lake, California
2698,Echo Park, California
